"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Afdn",7.33568884117181e-20,1.44491864047083,0.584,0.213,1.17701127456602e-15,"6","Afdn"
"Pafah1b3",1.07959249902695e-19,1.52003748175416,0.376,0.101,1.73220616468874e-15,"6","Pafah1b3"
"Sqor1",1.28785218072613e-19,1.76000468822855,0.632,0.274,2.06635882397507e-15,"6","Sqor"
"mt-Nd12",1.50384631857308e-19,1.08418958345487,0.856,0.969,2.4129214181505e-15,"6","mt-Nd1"
"Dgkh",1.6799506779532e-19,1.0236246050379,0.304,0.07,2.69548086277591e-15,"6","Dgkh"
"mt-Tm",1.78162292059816e-19,0.993294828943759,0.392,0.103,2.85861397609975e-15,"6","mt-Tm"
"Gsdmd",1.81558841962109e-19,1.26570111687227,0.496,0.152,2.91311161928203e-15,"6","Gsdmd"
"Dcxr",1.85867277585712e-19,1.40436856790031,0.296,0.068,2.98224046886275e-15,"6","Dcxr"
"Cox6a11",2.74788048393898e-19,1.8698013533342,0.752,0.575,4.40897423648009e-15,"6","Cox6a1"
"Atxn11",2.78690708769547e-19,1.33263993972611,0.432,0.124,4.47159242220738e-15,"6","Atxn1"
"Fosl1",3.12749049498996e-19,1.19432989311295,0.288,0.065,5.01805849921139e-15,"6","Fosl1"
"Mxi1",3.35844604655945e-19,0.967928705620487,0.464,0.136,5.38862668170463e-15,"6","Mxi1"
"Higd1a2",4.15421594313305e-19,2.3078017574798,0.664,0.374,6.66543948075697e-15,"6","Higd1a"
"Kif16b",4.39550949659953e-19,1.1198354911299,0.352,0.089,7.05259498729395e-15,"6","Kif16b"
"Cox7a21",4.53494821879162e-19,1.65400131976813,0.816,0.634,7.27632441705116e-15,"6","Cox7a2"
"Itpr3",6.1210379581748e-19,1.55206387702159,0.296,0.069,9.82120540389146e-15,"6","Itpr3"
"Ldha2",7.1944735341565e-19,1.63668301239319,0.784,0.664,1.15435327855541e-14,"6","Ldha"
"mt-Atp6",9.27727357468226e-19,1.34970545084969,0.616,0.266,1.48853854505777e-14,"6","mt-Atp6"
"Dop1b",9.41661552912942e-19,1.86797644041325,0.32,0.079,1.51089596164881e-14,"6","Dop1b"
"Tcf7l21",1.36006928126999e-18,1.43053286288117,0.712,0.404,2.1822311617977e-14,"6","Tcf7l2"
"Efhd21",1.37249008080343e-18,1.3356768812057,0.536,0.199,2.20216033464911e-14,"6","Efhd2"
"Dpep12",1.46026675928033e-18,1.48543121259477,0.6,0.26,2.34299801526529e-14,"6","Dpep1"
"Map2k31",1.46953796220493e-18,1.4566926281874,0.584,0.208,2.3578736603578e-14,"6","Map2k3"
"Pgm2",1.60943758312494e-18,1.46533027624408,0.328,0.084,2.58234260212396e-14,"6","Pgm2"
"Cd2ap",1.73166055209305e-18,1.59230114779067,0.688,0.373,2.7784493558333e-14,"6","Cd2ap"
"Amdhd2",2.01951690456243e-18,1.71738309541286,0.296,0.071,3.24031487337042e-14,"6","Amdhd2"
"Frmd4b",2.09977964671885e-18,1.56054292259984,0.296,0.071,3.36909644316039e-14,"6","Frmd4b"
"Sptlc2",2.10330858125287e-18,1.55319251099999,0.472,0.166,3.37475861862023e-14,"6","Sptlc2"
"Atp6v0a2",2.29977222593402e-18,1.12396175774587,0.488,0.155,3.68998453651113e-14,"6","Atp6v0a2"
"Lpcat3",2.328885166061e-18,1.18999803006704,0.384,0.106,3.73669624894487e-14,"6","Lpcat3"
"Edf13",2.34788129583237e-18,1.6204638012909,0.8,0.618,3.76717553916303e-14,"6","Edf1"
"Tmem63b",2.4006557327632e-18,1.15839299382819,0.44,0.131,3.85185212321855e-14,"6","Tmem63b"
"Fkbp5",2.55467930406562e-18,0.97534086860017,0.344,0.089,4.09898294337329e-14,"6","Fkbp5"
"Pgm1",2.7191783543086e-18,1.61718675561841,0.368,0.099,4.36292166948814e-14,"6","Pgm1"
"Mtmr11",3.03354584722668e-18,1.25737039303356,0.32,0.08,4.86732431187521e-14,"6","Mtmr11"
"Trib12",3.09328882170069e-18,1.51584239137404,0.672,0.322,4.96318191441876e-14,"6","Trib1"
"Phyh2",3.4588142389225e-18,1.55118025429271,0.512,0.198,5.54966744635115e-14,"6","Phyh"
"1110038B12Rik2",4.26173259021231e-18,1.58976113336326,0.544,0.212,6.83794994099565e-14,"6","1110038B12Rik"
"Pnpla21",4.71109719390652e-18,1.30022592428998,0.408,0.119,7.55895544762301e-14,"6","Pnpla2"
"Gpbp1l1",5.3341173218722e-18,1.05364628681887,0.536,0.179,8.55859124294395e-14,"6","Gpbp1l1"
"Fam20b",5.39947665623775e-18,0.873733226525376,0.408,0.115,8.66346029493346e-14,"6","Fam20b"
"Pak4",6.09866066952012e-18,1.28842996118428,0.264,0.059,9.78530104424503e-14,"6","Pak4"
"Gnpnat1",7.62331490333297e-18,1.61451876449025,0.456,0.149,1.22316087623977e-13,"6","Gnpnat1"
"Hadh1",7.62767111148161e-18,1.54840919586568,0.624,0.272,1.22385982983722e-13,"6","Hadh"
"Coq9",9.59798007042224e-18,1.05547723164296,0.304,0.073,1.53999590229925e-13,"6","Coq9"
"Fgd6",1.54969574587465e-17,1.68390265556191,0.352,0.096,2.48648682425588e-13,"6","Fgd6"
"Sord",1.55868868826313e-17,2.33424563110601,0.384,0.119,2.5009160003182e-13,"6","Sord"
"Relch",1.57300378056346e-17,1.13578733220942,0.392,0.11,2.52388456591408e-13,"6","Relch"
"Pkm3",1.75009113668586e-17,1.34242576320128,0.776,0.561,2.80802122881247e-13,"6","Pkm"
"Acads",1.9387351469547e-17,1.78168414971625,0.448,0.157,3.11070054328881e-13,"6","Acads"
"Mettl7a11",2.35699972229419e-17,1.36996276195612,0.552,0.212,3.78180605442103e-13,"6","Mettl7a1"
"Ilvbl",2.35943942798863e-17,1.28548540168863,0.352,0.096,3.78572056220775e-13,"6","Ilvbl"
"Znrf2",2.74654609692477e-17,1.27993733011656,0.312,0.079,4.40683321251579e-13,"6","Znrf2"
"Nipsnap3b",3.41602003481851e-17,1.65175429037667,0.32,0.083,5.48100414586631e-13,"6","Nipsnap3b"
"Lhfpl2",3.48753014799122e-17,1.25905402512819,0.512,0.187,5.59574212245192e-13,"6","Lhfpl2"
"Abhd22",3.67094463050738e-17,1.22467508293033,0.624,0.263,5.89003065964908e-13,"6","Abhd2"
"Atp2a3",4.44197846021191e-17,1.40310481448386,0.256,0.06,7.12715443941001e-13,"6","Atp2a3"
"Arf61",4.60353511548374e-17,1.62566324892052,0.592,0.252,7.38637209279366e-13,"6","Arf6"
"Pparg",4.62764984727261e-17,1.21481224008286,0.344,0.095,7.4250641799489e-13,"6","Pparg"
"Gpi11",6.14157781363836e-17,1.47443943816892,0.712,0.429,9.85416160198274e-13,"6","Gpi1"
"Actg13",6.61388504178731e-17,0.984146143338153,0.912,0.903,1.06119785495477e-12,"6","Actg1"
"Plgrkt",6.64065474580909e-17,1.54532109297639,0.544,0.216,1.06549305396507e-12,"6","Plgrkt"
"Dennd1b",6.69614088081314e-17,1.39667772750567,0.336,0.091,1.07439580432647e-12,"6","Dennd1b"
"Pin41",7.14440182946995e-17,1.0549176833574,0.504,0.165,1.14631927353845e-12,"6","Pin4"
"Thap4",7.5447509851235e-17,1.28147377653107,0.264,0.061,1.21055529556306e-12,"6","Thap4"
"Cdc14a",8.31313181434023e-17,1.16331325751217,0.312,0.08,1.33384199961089e-12,"6","Cdc14a"
"Slc6a8",8.36006374734264e-17,1.59595613711838,0.568,0.242,1.34137222826113e-12,"6","Slc6a8"
"Ermp1",8.97768346384024e-17,1.36472998433807,0.328,0.087,1.44046931177317e-12,"6","Ermp1"
"Tmem181a",9.01960871353003e-17,1.06500085719164,0.256,0.058,1.44719621808589e-12,"6","Tmem181a"
"Cyb5b",1.02406551638858e-16,1.20271806896276,0.528,0.194,1.64311312104548e-12,"6","Cyb5b"
"mt-Rnr11",1.12960646667771e-16,0.952187318394474,0.984,0.999,1.81245357578439e-12,"6","mt-Rnr1"
"Cox7c2",1.46002873417499e-16,1.05650430360104,0.88,0.83,2.34261610398378e-12,"6","Cox7c"
"Golga4",2.08056960529956e-16,1.17953993248037,0.6,0.265,3.33827393170315e-12,"6","Golga4"
"Tmem183a",2.37733053684264e-16,1.54328723392052,0.424,0.136,3.81442684636402e-12,"6","Tmem183a"
"Taldo12",2.4373782485747e-16,1.57798010720225,0.736,0.434,3.91077339983811e-12,"6","Taldo1"
"Uqcrq2",3.70322694076473e-16,1.58959702713391,0.752,0.616,5.94182762645702e-12,"6","Uqcrq"
"Atp5mpl1",4.00417457294419e-16,1.7044346668263,0.752,0.535,6.42469810228895e-12,"6","Atp5mpl"
"Nudt19",4.01178589290003e-16,1.06267820676056,0.32,0.086,6.4369104651581e-12,"6","Nudt19"
"Tmem98",4.01286784279238e-16,1.10782802746564,0.36,0.103,6.43864645376037e-12,"6","Tmem98"
"Vwa8",5.37361444498259e-16,0.812835992617508,0.256,0.06,8.62196437697457e-12,"6","Vwa8"
"Apeh",5.41541694753474e-16,1.66674112614181,0.264,0.064,8.6890364923195e-12,"6","Apeh"
"Foxo3",6.27850135560199e-16,1.12013844461426,0.488,0.171,1.00738554250634e-11,"6","Foxo3"
"Ptprj",7.19435571861167e-16,1.12127287520305,0.28,0.071,1.15433437505124e-11,"6","Ptprj"
"Ubxn2a",8.87679045043457e-16,1.28627674724985,0.528,0.189,1.42428102777223e-11,"6","Ubxn2a"
"Prr131",9.38243888297336e-16,1.46142656605469,0.648,0.327,1.50541231877308e-11,"6","Prr13"
"Adcy6",9.38872880860034e-16,0.919457199418466,0.312,0.082,1.50642153733992e-11,"6","Adcy6"
"Agpat1",9.50457181001384e-16,1.10300214964261,0.312,0.083,1.52500854691672e-11,"6","Agpat1"
"Mtmr4",9.72996002620268e-16,1.66774204766498,0.264,0.065,1.56117208620422e-11,"6","Mtmr4"
"Optn",1.10722559904489e-15,1.06118307945461,0.336,0.093,1.77654347366753e-11,"6","Optn"
"Fmo5",1.24389083598467e-15,1.31108227620926,0.256,0.062,1.9958228463374e-11,"6","Fmo5"
"Gltp",1.37470291963715e-15,0.959652117224994,0.496,0.167,2.2057108345578e-11,"6","Gltp"
"Agpat42",1.45267245065111e-15,1.17946789665215,0.488,0.177,2.3308129470697e-11,"6","Agpat4"
"Sqle1",1.54492692432387e-15,0.825213317994758,0.352,0.102,2.47883525007766e-11,"6","Sqle"
"Rnf5",1.58394372307514e-15,1.14286238674789,0.28,0.072,2.54143770367406e-11,"6","Rnf5"
"Epn1",1.63345943685582e-15,1.20508238838222,0.624,0.26,2.62088566643516e-11,"6","Epn1"
"Rab4a",1.83849676119148e-15,0.936119143712345,0.376,0.112,2.94986805333173e-11,"6","Rab4a"
"Plac83",1.91410111291268e-15,1.30889337186279,0.848,0.654,3.07117523566839e-11,"6","Plac8"
"Afg3l2",2.10765476748914e-15,1.13297339115044,0.4,0.124,3.38173207443633e-11,"6","Afg3l2"
"Eif61",2.14147579238546e-15,1.35543659062096,0.656,0.35,3.43599790888247e-11,"6","Eif6"
"Atp5b1",2.28408416599024e-15,1.29337089150309,0.808,0.724,3.66481304433134e-11,"6","Atp5b"
"Calm12",3.00060178022875e-15,1.12469674635331,0.872,0.856,4.81446555637702e-11,"6","Calm1"
"Crip13",3.36309350775596e-15,0.934159726503659,0.968,0.93,5.39608353319444e-11,"6","Crip1"
"Hmgcl",3.82473346831693e-15,1.47132148200109,0.44,0.152,6.13678484991452e-11,"6","Hmgcl"
"Cycs1",3.92172879681337e-15,1.97759943574685,0.592,0.342,6.29241385448705e-11,"6","Cycs"
"Selenop2",3.94088479178918e-15,1.32826441278329,0.832,0.747,6.32314964842574e-11,"6","Selenop"
"Max",4.09118106508717e-15,1.29694842166772,0.488,0.186,6.56430001893236e-11,"6","Max"
"Aldoa2",4.24089935096271e-15,1.33394401304063,0.8,0.691,6.80452300861966e-11,"6","Aldoa"
"Aco21",4.4756395123158e-15,1.3400052530781,0.592,0.281,7.18116359751071e-11,"6","Aco2"
"Actb1",4.60282492415168e-15,0.638091243672838,0.984,0.989,7.38523259080136e-11,"6","Actb"
"Slc4a4",4.67878105708721e-15,1.43727048279818,0.32,0.096,7.50710420609643e-11,"6","Slc4a4"
"Flnb1",4.99185832190244e-15,1.3555432274064,0.56,0.24,8.00943667749246e-11,"6","Flnb"
"Hmgcs21",5.33090663602996e-15,2.43475792384727,0.488,0.212,8.55343969751008e-11,"6","Hmgcs2"
"Zdhhc21",6.46707863387173e-15,1.03025562898799,0.352,0.105,1.03764276680472e-10,"6","Zdhhc21"
"Eno11",7.08263779177868e-15,0.999590343989021,0.496,0.179,1.13640923369089e-10,"6","Eno1"
"Atp5k1",7.52886315008568e-15,1.33728787212977,0.792,0.683,1.20800609243125e-10,"6","Atp5k"
"Abcd3",7.70061827528173e-15,1.17880371918867,0.528,0.211,1.23556420226895e-10,"6","Abcd3"
"Dyrk2",9.35440765030115e-15,0.843044926379231,0.512,0.188,1.50091470749082e-10,"6","Dyrk2"
"Ndufa61",1.04408839149557e-14,1.41178374608103,0.744,0.546,1.67523982415464e-10,"6","Ndufa6"
"Cyp511",1.25088062923712e-14,1.43213711357709,0.392,0.13,2.00703796961096e-10,"6","Cyp51"
"Cab391",1.28488231439406e-14,1.10475604811725,0.56,0.232,2.06159367344527e-10,"6","Cab39"
"Ndufa15",1.56932310926476e-14,1.53909876227857,0.72,0.52,2.5179789288153e-10,"6","Ndufa1"
"Stk25",1.58548978719692e-14,1.0186567787798,0.56,0.225,2.54391836355746e-10,"6","Stk25"
"Gapdh4",1.74466790499641e-14,1.09216938116962,0.856,0.744,2.79931965356674e-10,"6","Gapdh"
"Mcu",2.25251273534015e-14,1.10921196637311,0.456,0.164,3.61415668385327e-10,"6","Mcu"
"Samd9l",2.6095492139994e-14,1.44228100614036,0.384,0.129,4.18702171386204e-10,"6","Samd9l"
"Ptprf",2.8253195083676e-14,0.717781944660855,0.44,0.146,4.53322515117582e-10,"6","Ptprf"
"Uqcrb2",2.91880330130018e-14,1.55405852435041,0.752,0.584,4.68321989693614e-10,"6","Uqcrb"
"Tcea3",3.31141267704071e-14,1.45737477927521,0.384,0.127,5.31316164031182e-10,"6","Tcea3"
"Ascc2",3.73898738279745e-14,0.992442941261714,0.296,0.081,5.9992052556985e-10,"6","Ascc2"
"Tmbim61",4.34790167724327e-14,1.32831923366088,0.736,0.591,6.97620824113683e-10,"6","Tmbim6"
"Dpp3",4.78820390595213e-14,0.822073046850724,0.344,0.102,7.68267316710019e-10,"6","Dpp3"
"Kalrn",5.18005856563607e-14,1.01497649333966,0.256,0.066,8.31140396856307e-10,"6","Kalrn"
"Srf",5.99221149693994e-14,0.786201005637742,0.264,0.069,9.61450334684013e-10,"6","Srf"
"mt-Nd52",6.05682456732655e-14,1.28827007477689,0.752,0.781,9.71817501827544e-10,"6","mt-Nd5"
"Bcar11",6.38190940021358e-14,0.941260079696773,0.304,0.086,1.02397736326427e-09,"6","Bcar1"
"Atp5md2",6.69636568669454e-14,1.43737545148531,0.736,0.556,1.07443187443014e-09,"6","Atp5md"
"Pik3c2a",7.52626390632614e-14,0.990687744945803,0.504,0.191,1.20758904377003e-09,"6","Pik3c2a"
"Prkce",7.73477111536572e-14,1.1173168941673,0.256,0.067,1.24104402546043e-09,"6","Prkce"
"Tdrd7",1.08462470320543e-13,1.88686273535474,0.256,0.068,1.74028033629311e-09,"6","Tdrd7"
"Dym",1.24548359717619e-13,1.01437712961724,0.328,0.1,1.99837843166919e-09,"6","Dym"
"Selenoi",1.41679890230455e-13,1.03304663393585,0.288,0.082,2.27325383874764e-09,"6","Selenoi"
"Pgk1",1.48646890241888e-13,1.26567844538276,0.592,0.283,2.38503935393109e-09,"6","Pgk1"
"CAAA01118383.1",1.73881858072e-13,1.2879198364238,0.328,0.102,2.78993441276524e-09,"6","CAAA01118383.1"
"Vps54",1.74796285342031e-13,0.871844874584522,0.376,0.122,2.80460639831289e-09,"6","Vps54"
"H1f43",1.87389625194125e-13,0.996676954478845,0.552,0.218,3.00666653623973e-09,"6","H1f4"
"Tgoln11",2.00442882518492e-13,1.27787972269829,0.736,0.494,3.21610605000921e-09,"6","Tgoln1"
"Vamp82",2.056506647935e-13,1.3602563394843,0.616,0.332,3.29966491661171e-09,"6","Vamp8"
"Slc35f6",2.06545235663986e-13,0.800580904523622,0.256,0.068,3.31401830622866e-09,"6","Slc35f6"
"Sft2d2",2.11238866529054e-13,0.952801506325531,0.408,0.137,3.38932761345867e-09,"6","Sft2d2"
"Myo6",2.22244386459855e-13,1.05824893751433,0.584,0.254,3.56591118074837e-09,"6","Myo6"
"Ndufa91",2.31797317647113e-13,1.20607143938226,0.504,0.194,3.71918796164793e-09,"6","Ndufa9"
"Pi4k2b",2.32368503269245e-13,1.09142098634519,0.384,0.128,3.72835263495503e-09,"6","Pi4k2b"
"Golph3l",2.9459362267186e-13,0.852223239967769,0.328,0.1,4.72675467577e-09,"6","Golph3l"
"Mpp51",3.28776140304347e-13,0.662444447181931,0.456,0.158,5.27521317118325e-09,"6","Mpp5"
"Scp23",3.29793782891338e-13,1.43747195394703,0.568,0.266,5.29154124649152e-09,"6","Scp2"
"Atp5o.11",3.86592431303261e-13,1.51450345574342,0.704,0.502,6.20287556026082e-09,"6","Atp5o.1"
"Arhgap171",4.0467412822145e-13,1.03950650473915,0.536,0.213,6.49299638731317e-09,"6","Arhgap17"
"Atp5d2",4.4779428254541e-13,1.31742865715941,0.768,0.669,7.1848592634411e-09,"6","Atp5d"
"H2aj2",4.57633160357711e-13,1.28699308967237,0.752,0.512,7.34272405793948e-09,"6","H2aj"
"Zfp467",4.58545762602361e-13,1.33494749229197,0.28,0.081,7.35736676095488e-09,"6","Zfp467"
"Slc25a241",4.70809537779301e-13,1.27136304522887,0.584,0.278,7.55413903366888e-09,"6","Slc25a24"
"Mdp1",4.75009358216549e-13,0.937586550424555,0.464,0.167,7.62152515258453e-09,"6","Mdp1"
"Kmt5a1",5.06913207002646e-13,1.17182079386719,0.48,0.191,8.13342240635746e-09,"6","Kmt5a"
"Ndufb81",5.39216314513135e-13,1.6702826764523,0.648,0.407,8.65172576636326e-09,"6","Ndufb8"
"Casp3",5.43284812612012e-13,1.31102801565426,0.336,0.106,8.71700481835973e-09,"6","Casp3"
"Kif13b1",5.9896996018466e-13,0.739653112689983,0.52,0.197,9.61047301116287e-09,"6","Kif13b"
"Oxsr1",6.17902578305951e-13,0.57822706281671,0.368,0.117,9.91424686891898e-09,"6","Oxsr1"
"Dnm21",6.27340647415203e-13,1.29492150742964,0.592,0.269,1.00656806877769e-08,"6","Dnm2"
"Trim26",7.02816038303318e-13,1.08233321209486,0.376,0.122,1.12766833345767e-08,"6","Trim26"
"Usp12",8.79363730563841e-13,0.914665860822866,0.416,0.141,1.41093910568968e-08,"6","Usp12"
"Elovl61",9.12270278103859e-13,0.368514528434034,0.336,0.107,1.46373766121764e-08,"6","Elovl6"
"Pfkp",9.21904217872442e-13,1.1518360866251,0.488,0.206,1.47919531757633e-08,"6","Pfkp"
"Smpdl3a2",9.33165740399672e-13,1.34939742197707,0.44,0.174,1.49726443047127e-08,"6","Smpdl3a"
"Slc4a2",9.75527961110503e-13,1.12817335345649,0.456,0.175,1.5652346136018e-08,"6","Slc4a2"
"Fbxo34",1.10078219223416e-12,1.49809366362061,0.312,0.098,1.76620502743972e-08,"6","Fbxo34"
"Rnf103",1.10797938425543e-12,1.25137181215608,0.376,0.127,1.77775292203784e-08,"6","Rnf103"
"Gm5617",1.24323213570888e-12,0.87298894250522,0.272,0.078,1.9947659617449e-08,"6","Gm5617"
"Dusp8",1.24762676986721e-12,0.602179926264667,0.384,0.127,2.00181715225193e-08,"6","Dusp8"
"Srxn12",1.25381069751529e-12,1.03494431908957,0.472,0.191,2.01173926416328e-08,"6","Srxn1"
"Aldh1a11",1.28777883371519e-12,1.83702908699655,0.512,0.245,2.06624113869603e-08,"6","Aldh1a1"
"Ero1l",1.3211340968014e-12,0.693438061814921,0.384,0.129,2.11975965831785e-08,"6","Ero1l"
"Fam162a1",1.33951175997204e-12,1.83174531933555,0.616,0.33,2.14924661887513e-08,"6","Fam162a"
"Aldh9a1",1.44047033354887e-12,1.12283585696687,0.304,0.094,2.31123465017917e-08,"6","Aldh9a1"
"Pip4k2c",1.44956658998497e-12,0.862372469159751,0.376,0.127,2.32582959363088e-08,"6","Pip4k2c"
"Anxa42",1.45504142085468e-12,1.01785991350618,0.568,0.24,2.33461395976133e-08,"6","Anxa4"
"Cox171",1.46305055648737e-12,1.17186168005383,0.552,0.253,2.34746461788399e-08,"6","Cox17"
"Tuba1c1",1.57622431920157e-12,1.1549340627161,0.512,0.227,2.52905192015892e-08,"6","Tuba1c"
"Metrnl2",1.81170263654191e-12,1.26782900235525,0.568,0.268,2.90687688033149e-08,"6","Metrnl"
"Lin7c",1.93389169812387e-12,0.635353326740684,0.456,0.164,3.10292922963975e-08,"6","Lin7c"
"Ralgds",1.95071400485017e-12,0.946608863545481,0.376,0.126,3.1299206207821e-08,"6","Ralgds"
"Pawr1",2.7129101774419e-12,1.21205600365152,0.272,0.079,4.35286437970552e-08,"6","Pawr"
"Atp5e2",2.80576368058469e-12,0.873377440779215,0.864,0.831,4.50184782549813e-08,"6","Atp5e"
"Tle42",2.83817657741084e-12,1.03450677889329,0.488,0.202,4.55385431845569e-08,"6","Tle4"
"Ccndbp1",2.85653420884178e-12,1.09469997406034,0.328,0.103,4.58330913808664e-08,"6","Ccndbp1"
"Capn5",2.9464048333122e-12,1.19504491430886,0.288,0.087,4.72750655504942e-08,"6","Capn5"
"Cyc12",3.10099991340428e-12,1.54180106476392,0.608,0.333,4.97555436105717e-08,"6","Cyc1"
"Uqcr103",3.13770488282013e-12,1.34708487342073,0.76,0.633,5.0344474844849e-08,"6","Uqcr10"
"Ankrd13a",3.44995348819861e-12,1.30941147158487,0.44,0.165,5.53545037181467e-08,"6","Ankrd13a"
"Slc39a9",3.48093928990178e-12,1.44505242630791,0.296,0.09,5.58516709064741e-08,"6","Slc39a9"
"Capn1",3.63088360813288e-12,0.784747240005276,0.408,0.145,5.82575274924921e-08,"6","Capn1"
"Opa3",3.72129355229066e-12,0.829341120143295,0.28,0.083,5.97081550465036e-08,"6","Opa3"
"Erlin11",4.1003987761814e-12,1.08318764892716,0.28,0.085,6.57908983638305e-08,"6","Erlin1"
"Chmp1b",4.58114350033143e-12,0.961982964135052,0.368,0.129,7.35044474628179e-08,"6","Chmp1b"
"Unc45a1",4.60896692951351e-12,0.591635526826424,0.456,0.166,7.39508743840443e-08,"6","Unc45a"
"Chp1",4.8679433130554e-12,1.30026711455357,0.608,0.329,7.81061504579739e-08,"6","Chp1"
"Nt5c1",5.13946415428844e-12,1.28565133952709,0.536,0.223,8.2462702355558e-08,"6","Nt5c"
"Psen1",5.15612540728268e-12,0.823450454937487,0.44,0.166,8.27300321598506e-08,"6","Psen1"
"Phlpp2",5.38429966663858e-12,0.896022528598285,0.288,0.088,8.6391088151216e-08,"6","Phlpp2"
"H2-K11",5.52708322645165e-12,0.877438740250629,0.808,0.81,8.86820503684168e-08,"6","H2-K1"
"Atp9a",5.69930412146192e-12,0.763626392968722,0.4,0.142,9.14453346288565e-08,"6","Atp9a"
"Nkiras2",5.84935852003302e-12,0.779311508706859,0.288,0.087,9.38529574539298e-08,"6","Nkiras2"
"Cpeb4",6.19624736887229e-12,0.963894597029509,0.432,0.159,9.94187890335559e-08,"6","Cpeb4"
"Nans1",6.79941332676023e-12,1.91204615884979,0.384,0.142,1.09096586827868e-07,"6","Nans"
"Pycard",6.95500942433368e-12,2.25483409592278,0.368,0.138,1.11593126213434e-07,"6","Pycard"
"Hagh",7.9673434003487e-12,1.00580516987623,0.36,0.126,1.27836024858595e-07,"6","Hagh"
"Spg7",8.12514616783799e-12,0.699381996509965,0.384,0.133,1.3036797026296e-07,"6","Spg7"
"Rnpep",8.44631556702776e-12,1.2128558004144,0.288,0.088,1.3552113327296e-07,"6","Rnpep"
"Ormdl2",8.64822076995051e-12,0.952853763768569,0.312,0.101,1.38760702253856e-07,"6","Ormdl2"
"Lpin2",8.82377765001943e-12,1.12762050608655,0.36,0.131,1.41577512394562e-07,"6","Lpin2"
"Avl9",8.88345217093582e-12,0.571389166448923,0.312,0.098,1.42534990082665e-07,"6","Avl9"
"Ndufb91",8.89224043981543e-12,1.19519192431207,0.752,0.623,1.42675997856839e-07,"6","Ndufb9"
"Akr1e1",9.0811309685218e-12,1.90286498537514,0.296,0.093,1.45706746389932e-07,"6","Akr1e1"
"Clec2d2",9.91262438851741e-12,0.904655847446367,0.504,0.206,1.59048058313762e-07,"6","Clec2d"
"Slc35e1",1.24241741220769e-11,1.21214665644678,0.272,0.082,1.99345873788723e-07,"6","Slc35e1"
"Atp5g31",1.3190941411606e-11,1.3362946404785,0.736,0.544,2.11648654949219e-07,"6","Atp5g3"
"Slc25a32",1.32191505645934e-11,0.840903259136481,0.816,0.778,2.12101270808901e-07,"6","Slc25a3"
"Eml41",1.34276326118205e-11,1.12690339393302,0.36,0.125,2.1544636525666e-07,"6","Eml4"
"Zzef1",1.47205690050153e-11,0.930916337223942,0.44,0.167,2.36191529685471e-07,"6","Zzef1"
"2510039O18Rik",1.50026852930749e-11,0.509475195030272,0.32,0.103,2.40718085527386e-07,"6","2510039O18Rik"
"Suclg12",1.56362460130134e-11,1.35723040690144,0.576,0.293,2.508835672788e-07,"6","Suclg1"
"Plekhf2",1.70778329057552e-11,0.689568331471833,0.296,0.093,2.74013828972843e-07,"6","Plekhf2"
"Uqcr111",1.71744082547981e-11,1.17544539740697,0.768,0.654,2.75563380448235e-07,"6","Uqcr11"
"Hint13",1.77221695451673e-11,1.08966232537237,0.808,0.772,2.8435221035221e-07,"6","Hint1"
"mt-Nd6",1.8935199302746e-11,0.884145711116185,0.36,0.124,3.03815272812559e-07,"6","mt-Nd6"
"Specc1l",1.94913447829133e-11,1.00494865665783,0.576,0.26,3.12738627041844e-07,"6","Specc1l"
"Ist1",2.09567246246474e-11,1.10457826042842,0.592,0.299,3.36250646602468e-07,"6","Ist1"
"Sirt7",2.17626252497081e-11,1.26478866572387,0.312,0.101,3.49181322131567e-07,"6","Sirt7"
"Nmi",2.24593167130893e-11,1.46362847861118,0.368,0.132,3.60359736661518e-07,"6","Nmi"
"Ndufv33",2.29585585352315e-11,1.06509143753634,0.744,0.561,3.68370071697789e-07,"6","Ndufv3"
"Chchd22",2.32863580530486e-11,0.770586363801039,0.872,0.873,3.73629614961165e-07,"6","Chchd2"
